,std,mean,Russell 1000,Russell 2000,BAML US Corporate Master,BAML US High Yield,MSCI EAFE,MSCI EM
33,0.12057574879901528,0.06666666719583501,0.15054759689649114,4.247252094831368e-06,0.3511654517867359,0.15722094811993748,0.29309294302800626,0.04796881291673437
34,0.12438021337729986,0.0686868690290551,0.16126049291078115,2.6410114995453796e-06,0.3194483529951417,0.17217806595814894,0.29414538385593114,0.05296506326849738
35,0.12820966516642723,0.07070707087009584,0.1719732564979803,1.258946757387639e-06,0.2877312450289439,0.18713512348848504,0.2951978383287961,0.057961277709037105
36,0.13206226633734347,0.07272728338976278,0.18265474125331363,6.370984909956323e-05,0.256025835198765,0.202052959734554,0.29624343309368545,0.06295932087058236
37,0.13593532090603247,0.07474748398860764,0.1933769841317693,4.364674438690082e-05,0.22430600241478163,0.21702048903688814,0.29729718106226805,0.06795569660990596
38,0.13982736665699716,0.07676767700375026,0.20410954193588857,1.0858670372205714e-06,0.19258052744042772,0.23200398770600858,0.2983549766318809,0.07294988041875705
39,0.143737233747811,0.07878787899029008,0.21482184424838865,6.720507423513357e-07,0.160863617051591,0.24696039928010613,0.29940734551357884,0.07794612185559306
40,0.14766350595981032,0.08080809224685732,0.2255192366614876,3.338325212848155e-05,0.12915710588021592,0.2618893065240824,0.30045461404422763,0.08294635363785798
41,0.15160427790933914,0.08282828319897159,0.23624609307199207,5.767767967164225e-07,0.09743004005050113,0.2768725555942903,0.30151207766815796,0.08793865683826182
42,0.15555906320089802,0.08484848585235714,0.24695856313914458,8.019901625822898e-07,0.06571505791983191,0.29182534162458856,0.30256434571812024,0.09293588960815202
43,0.15952662099560203,0.08686868972258163,0.25767872607691583,1.1134927792454877e-06,0.03402953285260302,0.3067254853773911,0.3036164732384273,0.09794866896188345
44,0.16350605897885015,0.0888888913494114,0.26862257167073583,7.282258639663913e-07,0.0032120623582775837,0.3200754428263275,0.30467206174852696,0.10341713317026816
45,0.1675444284077683,0.09090909096298358,0.28667828684602403,1.4342095459839408e-08,1.9200225093368617e-06,0.28411942630796955,0.3058165284634261,0.12338382401797539
46,0.17169965901127549,0.09292930183504906,0.30556736654890604,3.682459164869724e-06,3.622902879687254e-05,0.24236775924158796,0.30697051912969464,0.14505444359184966
47,0.17596306453672556,0.09494950574111731,0.324440938852208,6.983779712443196e-06,1.1509900513362691e-05,0.20072169226515832,0.30812509407345073,0.16669378112895708
48,0.1803273636711894,0.09696970679402703,0.34331987005435716,8.32543860200885e-06,3.4679894546147055e-06,0.1590464635666631,0.3092798696692789,0.18834200328164438
49,0.18478546480330416,0.09898991169189275,0.362195110100067,1.650282599801803e-05,1.6234299742944912e-06,0.1173592396751962,0.31043409966022556,0.2099934243085388
50,0.18933049487624995,0.10101010157994755,0.38108880793747796,1.2848193058436084e-06,2.964057832658553e-07,0.07567448556769003,0.31158957205557225,0.23164555321417077
51,0.1939566383279603,0.1030303038031836,0.39996935829466185,3.1275976577293646e-06,6.574075926784553e-07,0.033984417202504155,0.3127440745170645,0.2532983649805191
52,0.19866287354023976,0.10505050512569936,0.40831454910469345,7.418137006597573e-08,1.4227444802123507e-08,2.0830235291754517e-05,0.3136298485343474,0.2780346837168526
53,0.20362240824678163,0.10707070838842014,0.37033039589382255,2.6350604465201446e-06,2.904026326929436e-07,6.5210443514735375e-06,0.3133331884050121,0.31632696919373465
54,0.2089059575967312,0.10909091000850057,0.33233908465541967,1.1503001012407722e-06,9.838330771129515e-08,1.1182900226225965e-06,0.31303644964975996,0.3546220987213887
55,0.21448971462887437,0.11111111178471236,0.2943400267177859,6.514924226918414e-07,4.6934029648236447e-08,3.663336156837239e-07,0.3127396723497653,0.3929192361723807
56,0.220350845624999,0.1131313143706742,0.25633888354212886,7.632700760276052e-07,5.758447667301279e-08,3.2409043321792836e-07,0.31244335075652624,0.4312166207563589
57,0.22646779515925858,0.11515151683344241,0.2183378073081192,7.941188210491439e-07,6.526647122882496e-08,2.911203391174472e-07,0.31214704430085954,0.4695139978853899
58,0.23282039607049493,0.11717171885038401,0.18033749123356813,6.883148463851941e-07,6.128287612907933e-08,2.3061695785027175e-07,0.31184997571928036,0.5078115528324711
59,0.23938988946980372,0.11919192031856624,0.14233781597112335,5.627227162335167e-07,4.551958638652574e-08,1.6431153169910702e-07,0.31155210784766496,0.5461093036273774
60,0.24615891162543074,0.12121212150401241,0.10433844581952259,4.351712935485034e-07,2.3269289581840558e-08,9.306224386518847e-08,0.3112538564184279,0.5844071462592226
61,0.25311147448249915,0.12323232345803371,0.06634238816549527,7.103102475783652e-07,2.9677379297357467e-08,1.091062786604399e-07,0.3109501684481925,0.6227065942924067
62,0.2602328226057101,0.12525252527334446,0.028341723464150526,1.2577822428866234e-08,7.46699825206469e-10,2.2353003064700153e-09,0.3106545851297086,0.6610036758463183
63,0.2675128509778506,0.12727272785304047,0.00029126214125573067,1.0348556746551723e-07,1.4870267419941825e-08,3.758666647760862e-08,0.2965546340575746,0.7031539478586682
64,0.2750032179036559,0.1292929293221618,1.783832125820474e-06,9.474986218680323e-09,7.85700504831216e-10,2.0965805795576655e-09,0.243945402656507,0.7560528011540999
65,0.2827134775283063,0.13131313509805898,3.9878763107565934e-05,9.260859227064088e-07,9.123945783100272e-08,2.3013964066582662e-07,0.1908794040961256,0.8090794696757455
66,0.290625125485898,0.13333333343201986,2.0243742686952364e-07,1.3729224496255987e-08,2.1651859570566877e-09,5.028554811649656e-09,0.13792547608287353,0.8620743005567343
67,0.29872304654755893,0.1353535364108498,3.5671661975881373e-06,7.503081454408801e-07,3.5645857530586644e-08,1.5114104539392058e-07,0.08490831433908545,0.9150871813996685
68,0.3069920319557314,0.13737373967876979,5.202843134010186e-07,1.6325838364372742e-07,2.2253755068039847e-08,4.3792953125384397e-08,0.03190252836625333,0.9680967220443415
